标题,标题链接,CatalogNo.,CasNo.,Name,ReaxyNo.,CNName,cards-box,cards-box-desc1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",http://www.acemol.com/885279-92-5.html,Catalog No.:AMSP00037,Cas No.: 885279-92-5,">tert-butyl 1,8-diazaspiro[4.5]decane-1-carboxylate",Reaxy No.:21199661,"CN Name:1,8-二氮杂-螺[4.5]癸烷-1-羧酸叔丁酯",885279-92-5,CC(C)(C)OC(=O)N1CCCC11CCNCC1
">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",http://www.acemol.com/1031927-14-6.html,Catalog No.:AMSP00038,Cas No.: 1031927-14-6,">1,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester",Reaxy No.:,"CN Name:1,9-二氮杂螺[5.5]十一烷-9-甲酸 叔丁酯",1031927-14-6,CC(C)(C)OC(=O)N1CCC2(CCCCN2)CC1
>2-bromo-dibenzothiophene,http://www.acemol.com/22439-61-8.html,Catalog No.:AMTP0001,Cas No.: 22439-61-8,>2-bromo-dibenzothiophene,Reaxy No.:,CN Name:2-溴二苯并噻吩,22439-61-8,BrC1=CC=C2SC3=C(C=CC=C3)C2=C1
">Dinaphtho[1,2-b:1',2'-d]thiophene",http://www.acemol.com/207-94-3.html,Catalog No.:AMTP0002,Cas No.: 207-94-3,">Dinaphtho[1,2-b:1',2'-d]thiophene",Reaxy No.:,CN Name:,207-94-3,S1C2=C(C3=C1C1=CC=CC=C1C=C3)C1=C(C=CC=C1)C=C2
>4-Methoxy-1H-indol-2-carboxylic acid,http://www.acemol.com/103260-65-7.html,Catalog No.:AMYD0001,Cas No.: 103260-65-7,>4-Methoxy-1H-indol-2-carboxylic acid,Reaxy No.:,CN Name:4-甲氧基-1H-吲哚-2-甲酸,103260-65-7,COC1=CC=CC2=C1C=C(N2)C(O)=O
">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",http://www.acemol.com/1279866-58-8.html,Catalog No.:AMSP00035,Cas No.: 1279866-58-8,">2,9-Diazaspiro[5.5]undecane-9-carboxylicacid,1,1-dimethylethylester,hydrochloride",Reaxy No.:,"CN Name:2,9-二氮杂螺[5.5]十一烷-9-甲酸叔丁酯盐酸盐",1279866-58-8,Cl.CC(C)(C)OC(=O)N1CCC2(CCCNC2)CC1
">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",http://www.acemol.com/1330763-25-1.html,Catalog No.:AMSP00036,Cas No.: 1330763-25-1,">2,6-Dioxa-9-azaspiro[4.5]decane-9-carboxylicacid,3-(hydroxymethyl)-,1,1-dimethylethylester",Reaxy No.:,"CN Name:2,6-二氧杂-9-氮杂螺[4.5]癸烷-9-羧酸,3-(羟甲基)-,1,1-二甲基乙基酯",1330763-25-1,CC(C)(C)OC(=O)N1CCOC2(COC(CO)C2)C1
